Employee_ID,Job_ID,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Year
381,43,192379.6,0,0,Not Provided,192379.6,192379.6,2011
382,43,192379.6,0,0,Not Provided,192379.6,192379.6,2011
383,33,122404.99,54524.26,15277.88,Not Provided,192207.13,192207.13,2011
384,60,192183.91,0,0,Not Provided,192183.91,192183.91,2011
385,50,77580.4,106701.58,7859.19,Not Provided,192141.17,192141.17,2011
386,25,123105,60744.73,8255.82,Not Provided,192105.55,192105.55,2011
387,22,105934.67,70333.26,15824.19,Not Provided,192092.12,192092.12,2011
388,26,61232,29440.91,101385.37,Not Provided,192058.28,192058.28,2011
389,70,192022.73,0,0,Not Provided,192022.73,192022.73,2011
390,15,140441.86,33587.61,17740.91,Not Provided,191770.38,191770.38,2011
391,22,104818.76,74925.98,11868.5,Not Provided,191613.24,191613.24,2011
392,60,188218.38,0,3337.83,Not Provided,191556.21,191556.21,2011
393,49,171374.32,2173.38,17980.94,Not Provided,191528.64,191528.64,2011
394,37,181522.51,0,10000,Not Provided,191522.51,191522.51,2011
395,2,188341.6,1109.1,1954.26,Not Provided,191404.96,191404.96,2011
396,40,89873.18,29069.09,72405.76,Not Provided,191348.03,191348.03,2011
397,71,191319.45,0,0,Not Provided,191319.45,191319.45,2011
398,43,191287.06,0,0,Not Provided,191287.06,191287.06,2011
399,58,123169.39,3932.02,64004.25,Not Provided,191105.66,191105.66,2011
400,21,149044.41,35055.93,6941.82,Not Provided,191042.16,191042.16,2011
401,47,130457.9,11305.4,49075.6,Not Provided,190838.9,190838.9,2011
402,22,105934.7,67188.81,17685.42,Not Provided,190808.93,190808.93,2011
403,70,190739.36,0,0,Not Provided,190739.36,190739.36,2011
404,22,105934.64,66708.34,17998.95,Not Provided,190641.93,190641.93,2011
405,49,164035.5,0,26596.23,Not Provided,190631.73,190631.73,2011
406,60,190617.54,0,0,Not Provided,190617.54,190617.54,2011
407,43,189728.71,0,702,Not Provided,190430.71,190430.71,2011
408,47,130505.2,5990.5,53807.81,Not Provided,190303.51,190303.51,2011
409,21,149782.11,8133.35,32355.58,Not Provided,190271.04,190271.04,2011
410,70,190248.76,0,0,Not Provided,190248.76,190248.76,2011
411,60,190108.91,0,0,Not Provided,190108.91,190108.91,2011
412,22,105934.69,61896,22238.32,Not Provided,190069.01,190069.01,2011
413,13,140564.02,11877.35,37551.97,Not Provided,189993.34,189993.34,2011
414,66,189931.7,0,0,Not Provided,189931.7,189931.7,2011
415,72,106106,69382.3,14442.42,Not Provided,189930.72,189930.72,2011
416,49,161661.6,619.4,27479.77,Not Provided,189760.77,189760.77,2011
417,22,118167,51007.74,20541,Not Provided,189715.74,189715.74,2011
418,18,130457.95,41304.21,17904.06,Not Provided,189666.22,189666.22,2011
419,39,163644,0,25965.05,Not Provided,189609.05,189609.05,2011
420,6,150355.43,9841.56,29403.44,Not Provided,189600.43,189600.43,2011
421,25,123105.02,51115.99,15365.22,Not Provided,189586.23,189586.23,2011
422,65,126857.59,45929.05,16784.8,Not Provided,189571.44,189571.44,2011
423,13,140546.88,31454.05,17542.3,Not Provided,189543.23,189543.23,2011
424,2,188341.63,0,915.59,Not Provided,189257.22,189257.22,2011
425,49,171236.09,0,17998.64,Not Provided,189234.73,189234.73,2011
426,50,76298.77,105953.61,6962.09,Not Provided,189214.47,189214.47,2011
427,49,171236.01,0,17963.61,Not Provided,189199.62,189199.62,2011
428,42,186021.06,0,3140.95,Not Provided,189162.01,189162.01,2011
429,37,189061.08,0,0,Not Provided,189061.08,189061.08,2011
430,15,127203.01,45392.98,16445.1,Not Provided,189041.09,189041.09,2011
431,22,103372.26,78258.7,7409.15,Not Provided,189040.11,189040.11,2011
432,73,123169.95,45679.84,20149.41,Not Provided,188999.2,188999.2,2011
433,60,188842.42,0,0,Not Provided,188842.42,188842.42,2011
381,25,123105.01,50096.28,15549,Not Provided,188750.29,188750.29,2011
434,18,130457.8,2881.68,55339.68,Not Provided,188679.16,188679.16,2011
435,21,149050.77,13727.48,25885.4,Not Provided,188663.65,188663.65,2011
436,74,103146.49,28702.13,56746.05,Not Provided,188594.67,188594.67,2011
437,43,188592.6,0,0,Not Provided,188592.6,188592.6,2011
438,75,109171.24,25388.04,53970.93,Not Provided,188530.21,188530.21,2011
439,49,161044,0,27437.04,Not Provided,188481.04,188481.04,2011
440,49,161044,0,27377.5,Not Provided,188421.5,188421.5,2011
441,32,176314.14,0,12096,Not Provided,188410.14,188410.14,2011
442,33,122404.98,50720.85,15277.83,Not Provided,188403.66,188403.66,2011
443,49,171236.09,0,17123.68,Not Provided,188359.77,188359.77,2011
444,33,122404.97,50976.69,14966.3,Not Provided,188347.96,188347.96,2011
445,33,122404.97,50649.77,15277.8,Not Provided,188332.54,188332.54,2011
446,76,188288.1,0,0,Not Provided,188288.1,188288.1,2011
447,22,105934.65,64386.13,17743.1,Not Provided,188063.88,188063.88,2011
448,77,166066.08,0,21993.31,Not Provided,188059.39,188059.39,2011
449,6,148260.81,14803.16,24979.59,Not Provided,188043.56,188043.56,2011
450,39,187982.18,0,0,Not Provided,187982.18,187982.18,2011
451,42,187976.14,0,0,Not Provided,187976.14,187976.14,2011
452,35,88199.6,97858.62,1803.48,Not Provided,187861.7,187861.7,2011
453,70,187855.73,0,0,Not Provided,187855.73,187855.73,2011
454,25,127203.01,41809.29,18749.8,Not Provided,187762.1,187762.1,2011
455,25,137026.86,33397.36,17246.59,Not Provided,187670.81,187670.81,2011
456,78,126968.05,3115.45,57585.87,Not Provided,187669.37,187669.37,2011
457,19,99014.4,73696.27,14943.44,Not Provided,187654.11,187654.11,2011
458,25,137399.95,33554.54,16643.23,Not Provided,187597.72,187597.72,2011
459,33,106441.64,71499.83,9648.25,Not Provided,187589.72,187589.72,2011
460,37,102242.01,0,85231.49,Not Provided,187473.5,187473.5,2011
461,79,75870.3,103370.89,8216.57,Not Provided,187457.76,187457.76,2011
462,47,130481.51,18014.24,38960.95,Not Provided,187456.7,187456.7,2011
463,47,130457.9,3044.77,53855.93,Not Provided,187358.6,187358.6,2011
464,32,155276.21,0,31931.61,Not Provided,187207.82,187207.82,2011
465,15,140563.98,5283.09,41259.22,Not Provided,187106.29,187106.29,2011
466,32,142248.5,0,44767.25,Not Provided,187015.75,187015.75,2011
467,47,130481.54,35508.55,20947.8,Not Provided,186937.89,186937.89,2011
468,35,90108.62,91422.49,5336.6,Not Provided,186867.71,186867.71,2011
469,21,149050.76,22203.89,15557.27,Not Provided,186811.92,186811.92,2011
470,78,126292.58,6236.69,54237.25,Not Provided,186766.52,186766.52,2011
471,22,105934.66,62776.35,17981.88,Not Provided,186692.89,186692.89,2011
472,18,130476.4,40102.94,16067.38,Not Provided,186646.72,186646.72,2011
473,80,130543.29,31740.87,24346.72,Not Provided,186630.88,186630.88,2011
474,40,112421.41,9252.03,64937.87,Not Provided,186611.31,186611.31,2011
475,81,186541.05,0,0,Not Provided,186541.05,186541.05,2011
476,52,140546.87,28449.31,17542.29,Not Provided,186538.47,186538.47,2011
477,32,176050.04,0,10481.51,Not Provided,186531.55,186531.55,2011
478,35,90094.2,91198.76,5219.84,Not Provided,186512.8,186512.8,2011
479,47,130466.65,26074.89,29954.29,Not Provided,186495.83,186495.83,2011
480,22,105934.66,62854.45,17702.71,Not Provided,186491.82,186491.82,2011
481,18,130481.5,37935.71,18026.19,Not Provided,186443.4,186443.4,2011
482,18,130505.19,33859.27,22045.83,Not Provided,186410.29,186410.29,2011
483,25,126732.39,44586.06,15058.44,Not Provided,186376.89,186376.89,2011
484,18,130466.6,28591.77,27311.59,Not Provided,186369.96,186369.96,2011
485,15,77301.9,6342.63,102724.32,Not Provided,186368.85,186368.85,2011
486,82,186341.79,0,0,Not Provided,186341.79,186341.79,2011
487,22,105934.64,63019.63,17342.94,Not Provided,186297.21,186297.21,2011
488,21,149044.77,34003.88,3183.09,Not Provided,186231.74,186231.74,2011
489,49,171044.1,0,15147.84,Not Provided,186191.94,186191.94,2011
490,15,129252.01,30839.74,26013.27,Not Provided,186105.02,186105.02,2011
491,22,105934.64,62182.73,17958.55,Not Provided,186075.92,186075.92,2011
492,25,123013,47172.46,15863.95,Not Provided,186049.41,186049.41,2011
493,35,87384.6,97729.16,837.79,Not Provided,185951.55,185951.55,2011
494,25,123105,38790.92,23865,Not Provided,185760.92,185760.92,2011
495,37,185724.5,0,0,Not Provided,185724.5,185724.5,2011
496,42,185724.5,0,0,Not Provided,185724.5,185724.5,2011
497,37,185724.5,0,0,Not Provided,185724.5,185724.5,2011
498,42,185724.5,0,0,Not Provided,185724.5,185724.5,2011
499,42,185724.5,0,0,Not Provided,185724.5,185724.5,2011
500,42,185724.49,0,0,Not Provided,185724.49,185724.49,2011
501,37,185724.49,0,0,Not Provided,185724.49,185724.49,2011
502,37,185724.48,0,0,Not Provided,185724.48,185724.48,2011
503,42,185724.47,0,0,Not Provided,185724.47,185724.47,2011
504,83,185695.47,0,0,Not Provided,185695.47,185695.47,2011
505,83,185695.47,0,0,Not Provided,185695.47,185695.47,2011
506,83,185695.47,0,0,Not Provided,185695.47,185695.47,2011
507,83,185695.46,0,0,Not Provided,185695.46,185695.46,2011
508,83,185695.45,0,0,Not Provided,185695.45,185695.45,2011
509,83,185695.43,0,0,Not Provided,185695.43,185695.43,2011
510,83,185695.43,0,0,Not Provided,185695.43,185695.43,2011
511,83,185695.42,0,0,Not Provided,185695.42,185695.42,2011
512,83,185695.39,0,0,Not Provided,185695.39,185695.39,2011
513,83,185695.38,0,0,Not Provided,185695.38,185695.38,2011
514,83,185695.37,0,0,Not Provided,185695.37,185695.37,2011
515,83,185695.36,0,0,Not Provided,185695.36,185695.36,2011
516,83,185695.36,0,0,Not Provided,185695.36,185695.36,2011
517,83,185695.36,0,0,Not Provided,185695.36,185695.36,2011
518,83,185695.36,0,0,Not Provided,185695.36,185695.36,2011
519,83,185695.36,0,0,Not Provided,185695.36,185695.36,2011
520,74,103567.01,30188.24,51880.5,Not Provided,185635.75,185635.75,2011
521,21,51437.99,37494.51,96685.9,Not Provided,185618.4,185618.4,2011
522,84,95632.6,77081.46,12896.51,Not Provided,185610.57,185610.57,2011
523,2,184700.97,0,851.04,Not Provided,185552.01,185552.01,2011
524,42,185541.91,0,0,Not Provided,185541.91,185541.91,2011
525,15,166570.2,0,18858.72,Not Provided,185428.92,185428.92,2011
526,18,130476.4,25640.9,29287.06,Not Provided,185404.36,185404.36,2011
527,32,175345.82,0,10017.33,Not Provided,185363.15,185363.15,2011
528,34,181066.7,0,4284.19,Not Provided,185350.89,185350.89,2011
529,40,117225.66,20304.62,47786.99,Not Provided,185317.27,185317.27,2011
530,47,130457.96,4482.84,50364.21,Not Provided,185305.01,185305.01,2011
531,12,182297.76,845.55,2155.7,Not Provided,185299.01,185299.01,2011
532,85,159457.99,24685.32,1115,Not Provided,185258.31,185258.31,2011
533,25,123105.01,44580.64,17568.84,Not Provided,185254.49,185254.49,2011
534,34,176127.11,0,9085.02,Not Provided,185212.13,185212.13,2011
535,19,99014.4,73458.28,12706.06,Not Provided,185178.74,185178.74,2011
536,77,180671.06,0,4500,Not Provided,185171.06,185171.06,2011
537,15,140441.89,35910.13,8755.23,Not Provided,185107.25,185107.25,2011
538,35,89755.51,90023.99,5165.98,Not Provided,184945.48,184945.48,2011
539,32,141720.27,0,43173.11,Not Provided,184893.38,184893.38,2011
540,49,158223.4,0,26661.89,Not Provided,184885.29,184885.29,2011
541,33,122404.99,48379.4,14049.85,Not Provided,184834.24,184834.24,2011
542,47,130457.94,18721.14,35382.94,Not Provided,184562.02,184562.02,2011
543,25,123105.02,45870.31,15554.55,Not Provided,184529.88,184529.88,2011
544,86,184484.87,0,0,Not Provided,184484.87,184484.87,2011
545,83,183653.74,0,817.19,Not Provided,184470.93,184470.93,2011
546,83,183653.74,0,817.17,Not Provided,184470.91,184470.91,2011
547,32,181718.79,0,2646,Not Provided,184364.79,184364.79,2011
548,15,140546.89,23373,20287.81,Not Provided,184207.7,184207.7,2011
549,6,168713.2,5340.28,10122.78,Not Provided,184176.26,184176.26,2011
550,18,130481.62,46723.27,6969.47,Not Provided,184174.36,184174.36,2011
551,52,140546.85,26059.18,17542.28,Not Provided,184148.31,184148.31,2011
552,32,175345.8,0,8767.29,Not Provided,184113.09,184113.09,2011
553,22,105934.65,61569.8,16499.67,Not Provided,184004.12,184004.12,2011
554,32,155013,0,28984.15,Not Provided,183997.15,183997.15,2011
555,15,140546.86,13910.78,29537.51,Not Provided,183995.15,183995.15,2011
556,47,130457.89,29541.31,23939.28,Not Provided,183938.48,183938.48,2011
557,32,175170.24,0,8758.56,Not Provided,183928.8,183928.8,2011
558,49,152743.07,0,31081.7,Not Provided,183824.77,183824.77,2011
559,40,67817.57,28681.85,87321.56,Not Provided,183820.98,183820.98,2011
560,32,183754.57,0,0,Not Provided,183754.57,183754.57,2011
561,22,105934.68,58392.63,19409.94,Not Provided,183737.25,183737.25,2011
562,49,170596.03,0,13060.81,Not Provided,183656.84,183656.84,2011
563,83,183653.74,0,0,Not Provided,183653.74,183653.74,2011
564,22,105934.66,59761.06,17944.28,Not Provided,183640,183640,2011
565,83,181955.76,0,1639.26,Not Provided,183595.02,183595.02,2011
566,32,159624.81,0,23943.72,Not Provided,183568.53,183568.53,2011
567,40,112401.11,11784.8,59346.05,Not Provided,183531.96,183531.96,2011
568,6,147158.86,14702.89,21512.66,Not Provided,183374.41,183374.41,2011
569,22,105934.66,60014.31,17384.67,Not Provided,183333.64,183333.64,2011
570,6,161964.13,1752.29,19613.28,Not Provided,183329.7,183329.7,2011
571,49,171236.01,0,11986.52,Not Provided,183222.53,183222.53,2011
572,49,171236,0,11986.52,Not Provided,183222.52,183222.52,2011
573,22,105934.64,59757.11,17500.02,Not Provided,183191.77,183191.77,2011
574,87,98628.22,57199.53,27352.98,Not Provided,183180.73,183180.73,2011
575,40,111580.9,20803.92,50782.71,Not Provided,183167.53,183167.53,2011
576,47,135363.4,24191.75,23587.59,Not Provided,183142.74,183142.74,2011
577,22,105934.68,68980.44,8182.6,Not Provided,183097.72,183097.72,2011
578,40,94298.49,8265.54,80511.29,Not Provided,183075.32,183075.32,2011
579,49,171236.01,987.9,10833.97,Not Provided,183057.88,183057.88,2011
580,60,183038.47,0,0,Not Provided,183038.47,183038.47,2011
581,47,130504.59,6528.81,45997.68,Not Provided,183031.08,183031.08,2011
582,68,133399.04,48221.07,1353.71,Not Provided,182973.82,182973.82,2011
583,25,123105.03,40530.24,19329.42,Not Provided,182964.69,182964.69,2011
584,15,140810.55,32383.94,9759.5,Not Provided,182953.99,182953.99,2011
585,22,105934.68,54835.51,22144.85,Not Provided,182915.04,182915.04,2011
586,49,156312,0,26573.04,Not Provided,182885.04,182885.04,2011
587,43,178162.65,0,4719.02,Not Provided,182881.67,182881.67,2011
588,47,130481.57,2713.71,49655.73,Not Provided,182851.01,182851.01,2011
589,88,153221.52,0,29538.27,Not Provided,182759.79,182759.79,2011
590,18,130457.95,39050.79,13229,Not Provided,182737.74,182737.74,2011
591,33,122418.29,44409.33,15903.78,Not Provided,182731.4,182731.4,2011
592,13,168587.21,3880.09,10263.81,Not Provided,182731.11,182731.11,2011
593,21,149050.75,32809.88,863.57,Not Provided,182724.2,182724.2,2011
594,32,158885.25,0,23833.16,Not Provided,182718.41,182718.41,2011
595,49,166062.06,0,16606.26,Not Provided,182668.32,182668.32,2011
596,49,166062.03,0,16606.21,Not Provided,182668.24,182668.24,2011
597,25,123104.99,45235.11,14260.84,Not Provided,182600.94,182600.94,2011
598,49,156312,0,26236.37,Not Provided,182548.37,182548.37,2011
599,36,131668.11,617.7,50205.5,Not Provided,182491.31,182491.31,2011
600,89,128147.09,28395.71,25920.06,Not Provided,182462.86,182462.86,2011
601,22,105934.69,56641.93,19884.19,Not Provided,182460.81,182460.81,2011
602,49,171236.02,0,11156.69,Not Provided,182392.71,182392.71,2011
603,21,149050.72,23653.04,9644.56,Not Provided,182348.32,182348.32,2011
604,32,173585.32,0,8678.78,Not Provided,182264.1,182264.1,2011
605,90,89394,63115.82,29719.33,Not Provided,182229.15,182229.15,2011
606,25,123105.01,29706.88,29399.75,Not Provided,182211.64,182211.64,2011
607,6,103491.94,19514.01,59192.37,Not Provided,182198.32,182198.32,2011
608,15,140546.87,24805.87,16826.88,Not Provided,182179.62,182179.62,2011
609,32,158400.22,0,23759.88,Not Provided,182160.1,182160.1,2011
610,75,114085.47,25151.72,42848.45,Not Provided,182085.64,182085.64,2011
611,91,164424,17390.97,250,Not Provided,182064.97,182064.97,2011
612,22,105934.66,58550.59,17566.38,Not Provided,182051.63,182051.63,2011
613,22,105934.67,65765.11,10303.46,Not Provided,182003.24,182003.24,2011
614,6,168692.64,2512.53,10762.46,Not Provided,181967.63,181967.63,2011
615,83,181955.77,0,0,Not Provided,181955.77,181955.77,2011
616,40,117283.28,19945.35,44703.15,Not Provided,181931.78,181931.78,2011
617,32,172071.52,0,9853.64,Not Provided,181925.16,181925.16,2011
618,18,130466.56,25980.73,25444.5,Not Provided,181891.79,181891.79,2011
619,5,115294,77.41,66489.33,Not Provided,181860.74,181860.74,2011
620,25,123104.99,42591.46,16113.6,Not Provided,181810.05,181810.05,2011
621,15,127203.03,33167.28,21427.23,Not Provided,181797.54,181797.54,2011
622,22,105934.69,60502.84,15269.84,Not Provided,181707.37,181707.37,2011
623,22,105934.65,58335.31,17418.94,Not Provided,181688.9,181688.9,2011
624,22,100497.64,67067.31,14098.89,Not Provided,181663.84,181663.84,2011
625,25,123104.99,43094.08,15445.81,Not Provided,181644.88,181644.88,2011
626,34,181641.48,0,0,Not Provided,181641.48,181641.48,2011
627,21,149050.44,19290.61,13299.52,Not Provided,181640.57,181640.57,2011
628,22,105934.67,55635.93,20034.44,Not Provided,181605.04,181605.04,2011
629,18,130457.96,24452.64,26690.3,Not Provided,181600.9,181600.9,2011
630,25,135660.87,28860.72,17067.9,Not Provided,181589.49,181589.49,2011
631,34,181584,0,0,Not Provided,181584,181584,2011
632,47,130457.92,28547.3,22541.64,Not Provided,181546.86,181546.86,2011
633,22,105934.67,58724.04,16857.46,Not Provided,181516.17,181516.17,2011
634,49,156312,0,25202.31,Not Provided,181514.31,181514.31,2011
635,69,106483.83,67332.92,7696.28,Not Provided,181513.03,181513.03,2011
636,40,112401.07,20913.39,48131.3,Not Provided,181445.76,181445.76,2011
637,47,130457.92,46966.4,3979.03,Not Provided,181403.35,181403.35,2011
638,22,105934.64,57624.7,17840.89,Not Provided,181400.23,181400.23,2011
639,50,77580.4,96103.91,7672.12,Not Provided,181356.43,181356.43,2011
640,40,111581.04,2011.7,67696.25,Not Provided,181288.99,181288.99,2011
641,47,69076.01,32707.29,79426.59,Not Provided,181209.89,181209.89,2011
642,92,96616.8,69317.08,15221.78,Not Provided,181155.66,181155.66,2011
643,25,123105.02,41689.64,16302.93,Not Provided,181097.59,181097.59,2011
644,57,105562.4,10535.32,64971.08,Not Provided,181068.8,181068.8,2011
645,40,112421.44,13115.5,55507.38,Not Provided,181044.32,181044.32,2011
646,22,105934.67,57319.91,17688.34,Not Provided,180942.92,180942.92,2011
647,21,149023.98,17330.37,14569.57,Not Provided,180923.92,180923.92,2011
648,22,105934.65,56927.28,18030.51,Not Provided,180892.44,180892.44,2011
649,43,180857.67,0,0,Not Provided,180857.67,180857.67,2011
